,pl,en
bluff_description,"Tu wcale nie chodzi o karcioszki, o nie. Rzecz polega na zachowaniu kamiennej twarzy nawet w najbardziej stresującej sytuacji. Ba, musisz umieć się uśmiechnąć wtedy, gdy przypadkowo spotkany szef gangu, któremu w zeszłym miesiącu zwinąłeś ciężarówkę z dostawą, spojrzy na ciebie i spyta „Czy ja cię skądś nie znam?”. Nie wypada, byś zaczął się jąkać. Uśmiechnij się, udaj, że się zastanawiasz i w końcu odpowiedz, że nie. Albo ci uwierzy, albo masz na karku kilkunastu wściekłych gangerów. Wściekłych jak jasna cholera.","This is not about poker faces at all, oh no. It's all about keeping a straight face even in the most stressful situations. Heck, you should be able to smile when you accidentally bump into the gang boss you swiped a delivery truck from last month, and he looks at you and says, ""Don't I know you from somewhere?"". It's not appropriate to start stuttering. Smile, pretend to think for a moment, and finally reply, ""No."" He might believe you, or you'll have a dozen angry gang members on your tail. Angry as hell."
animal_care_description,"W dzisiejszych czasach dobrze jest mieć przyjaciół. A ponieważ ludziom nie można już ufać, pozostają zwierzęta. Silny wierzchowiec wykaraska cię z kłopotów sprawniej niż dziesięć Buicków. Pies obronny często będzie bardziej pomocny niż Glock. Wytresowana łasica to prawdziwy skarb. Dlatego warto opiekować się zwierzętami, dbać o nie i pielęgnować - prędzej czy później oddadzą z nawiązką to, co im dałeś. Kiedyś miałem karalucha, to dopiero opowieść. Nie uwierzysz co taki karaluch potrafi wyczyniać po pijaku...","In today's world, it's good to have friends. And since you can't trust people anymore, animals are all that's left. A sturdy horse will get you out of trouble faster than ten Buicks. A guard dog is often more helpful than a Glock. A trained ferret is a real treasure. That's why it's worth taking care of animals, looking after them, and nurturing them – sooner or later, they'll give back what you've given them. I once had a pet cockroach, now that's a story. You wouldn't believe what a cockroach can do when it's drunk…"
pain_resistance_description,"Tak, tego można się nauczyć. Stare powiedzenie mówi, że z akumulatorem na jajach jeszcze żaden nie kłamał. To prawda. Ale prawdą jest także to, że jednych łamie się szybko, inni potrafią wytrzymać nawet kilka godzin męczarni.","Yes, you can learn this. There's an old saying that goes, ""No one ever lied with a car battery on their testicles."" It's true. But it's also true that some people break quickly, while others can endure even hours of torment."
steadfastness_description,"Można to spotkać u łowców, ci goście są nie do zdarcia, a im bliżej są celu, tym bardziej to widać. Niewiarygodne, jaką mają siłę, by przeć do przodu na przekór wszystkiemu. Poobijani, wykończeni, bez prowiantu i planu działania - wciąż do przodu. Jakby im kto na korze mózgowej wyskrobał rozkaz: nie poddawaj się. Wstań i walcz.","You can encounter this in hunters; these guys are unbreakable, and the closer they are to their target, the more it shows. It's incredible how much strength they have to keep moving forward despite everything. Battered, exhausted, without supplies and a plan of action - they keep going. It's as if someone has etched a command into their brainstem: ""Don't give up. Get up and fight."""
morale_description,"Zaprawa to nie tylko materiał wiążący ceglaną ścianę. Dyscyplina ciała i ducha jest przede wszystkim domeną wojskowych, ale nic nie stoi na przeszkodzie, żeby twój Spec czy Mechanik był człowiekiem, który kulom się nie kłania. Morale przydają się, żeby przełamać strach - obojętne, czy mierzysz się z kimś na spojrzenia, czy leżysz skulony w okopie. Dzięki tej Umiejętności potrafisz maszerować forsownie i bez nieporozumień wykonywać lakoniczne rozkazy przełożonych. Sprawdzimy czy zrozumiałeś: Padnij! Powstań! Baaaczność!","Discipline isn't just the binding material for a brick wall. Physical and mental discipline is primarily the domain of the military, but there's nothing stopping your Spec or Mechanic from being someone bullets don't bow to. Morale is essential to overcome fear, whether you're facing off in a staring contest or huddled in a trench. Thanks to this Skill, you can march vigorously and follow superiors' concise orders without misunderstandings. Let's see if you've got it: Drop! Get up! Atten-SHUN!




"
first_aid_description,"Ktoś, jeszcze w czasach radia i telewizji, powiedział, że najważniejsze są pierwsze cztery minuty. Pierwsza pomoc. Właśnie wtedy ratuje się życie. Lepiej, byś się na tym znał. A jeszcze lepiej, by znali się na tym twoi kumple. W końcu ty też możesz dostać serią z peemu, mam rację? ","Someone, even in the days of radio and television, once said that the first four minutes are the most crucial. First aid. It's during that time that lives are saved. It's better for you to be knowledgeable about it. Even better, if your buddies are also familiar with it. After all, you might catch a burst from an SMG, am I right?"
wound_healing_description,"Wyobraź sobie sytuację - duża prędkość, a potem poślizg, rów, dachowanie. I leżysz. Ręka ma ze trzy łokcie, noga dwa kolana. Pomyśl, czego ci trzeba? Gorzałki?! No dobra, gorzałki też, ale czego jeszcze? Tytoniu? Chłopie, ja nie żartuję! Tytoń nie nastawi ci kości, ani nie zszyje poharatanego dupska! Co ja wiem o tytoniu...?! Psychol jesteś i nałogowiec!","Imagine a situation - high speed, then a skid, a ditch, and a rollover. And you're lying there. Your arm has like three elbows, two knees on your leg. Think, what do you need? Alcohol?! Alright, alcohol too, but what else? Tobacco? Man, I'm not kidding! Tobacco won't set your bones, or sew up your battered rear end! What do I know about tobacco...?! You're a shrink and an addict!"
disease_treatment_description,"Wiesz co, grypą to ja też się nie przejmuję. Tak, tak, katar, czy gorączka, to małe piwo. Ale jak zaczniesz srać krwią, puszczać pawia co kwadrans i pocić się jak mysz, to możesz być pewien - już po tobie, jeśli nie masz przy sobie kumpla felczera. Chłopcy z ekipy porzucą cię od razu - nie będą ryzykowali zarażenia się. Będziesz miał szczęście, jeśli na odchodnym nie poślą ci kulki w łeb. Więc lepiej trzymaj się blisko felczera, albo chociaż sam nim zostań. Zawsze to jakieś wyjście.","You know what, I don't really care about the flu either. Yeah, yeah, a runny nose or a fever, that's a small thing. But if you start crapping blood, have diarrhea every fifteen minutes, and sweat like a mouse, you can be sure - you're done for if you don't have a buddy who's a medic. The guys from the crew will drop you immediately - they won't risk getting infected. You'll be lucky if they don't send you off with a bullet in your head. So, better stick close to a medic, or at least become one yourself. It's always some way out."
mechanics_description,"Wyobraź sobie, że widzisz pełny bagażnik żelastwa, a obok stoi facet i zaklina się, że to części zapasowe do jego Forda. Aha - mówisz - i co jeszcze? Ta przekładnia Steina też? I te dwie prowadnice? No dobra, a ten układ hydrauliczny, to do czego...? Facet wiezie fragmenty układu celowniczego do wyrzutni pocisków. I wiesz co? To nie jest standartowe wyposażenie Forda.","Imagine you see a full trunk of gear, and next to it stands a guy swearing that these are spare parts for his Ford. Oh - you say - and what else? This Stein gearbox too? And these two guides? Alright, what's the hydraulic system for...? The guy is transporting parts of a missile launcher's targeting system. And you know what? That's not standard equipment for a Ford."
electronics_description,"Spieprzona radiostacja, to ból. Nie działający system sprzężonych działek w bunkrze, w którym się zabarykadowałeś, też ból. Kłopoty z radarem... Właśnie dlatego lepiej byś potrafił sobie z tym radzić, szczególnie gdy zaczyna być gorąco. Szczególnie wtedy.","A malfunctioning radio station is a pain. A non-working synchronized gun system in the bunker where you barricaded yourself is also a pain. Radar problems... That's exactly why you'd better know how to deal with it, especially when things start to get hot. Especially then."
computers_description,"W latach osiemdziesiątych zawrotną karierę zrobiły pecety. Mieli je wszyscy. I wiesz, każdy z tych pecetów, choć taki sam, działał zupełnie inaczej. Magia. Więc jeśli myślisz, że jak raz w życiu używałeś kompa to już jesteś niezły, mylisz się srodze. Każdy komp miał inny BIOS, każdy miał kompatybilny system operacyjny, który kompatybilny wcale nie był. Do obsługi kompa trzeba mieć cholernie dużą cierpliwość. I dar od Boga. Inaczej nie dasz rady, wiem co mówię.","In the 1980s, personal computers took off like crazy. Everyone had them. And you know, each of these PCs, even though they were all the same, worked completely differently. Magic. So if you think that using a computer once in your life makes you great, you are sorely mistaken. Each computer had a different BIOS, each had a compatible operating system that wasn't really compatible at all. You need to have tremendous patience to operate a computer. And a God-given gift. Otherwise, you won't make it, trust me."
general_knowledge1_description,"Wiedza ogólna to np: Historia, Geografia, Biologia, Chirurgia, Fizyka, Matematyka, Chemia, Psychologia","General knowledge includes subjects like History, Geography, Biology, Surgery, Physics, Mathematics, Chemistry, and Psychology."
general_knowledge2_description,"Wiedza ogólna to np: Historia, Geografia, Biologia, Chirurgia, Fizyka, Matematyka, Chemia, Psychologia","General knowledge includes subjects like History, Geography, Biology, Surgery, Physics, Mathematics, Chemistry, and Psychology."
general_knowledge3_description,"Wiedza ogólna to np: Historia, Geografia, Biologia, Chirurgia, Fizyka, Matematyka, Chemia, Psychologia.","General knowledge includes subjects like History, Geography, Biology, Surgery, Physics, Mathematics, Chemistry, and Psychology."
heavy_machinery_description,"Pewnie, że jest ci to zupełnie niepotrzebne. Absolutnie się zgadzam. Co prawda, pożałujesz tego kilka sekund po tym, jak los rzuci cię do dowolnej fabryki, kiedy wszystko zacznie szaleć. Wtedy, gdy prasa przejedzie się po twoim kumplu, dźwig roztrzaska łeb drugiemu, a ty zostaniesz rozjechany przez wózek widłowy, ale co tam, prawda? Przecież Moloch to tylko bajka dla dzieci, nie?","Of course, you don't need it at all. I absolutely agree. Although, you'll regret it a few seconds after fate throws you into any factory, when everything goes crazy. When the press runs over your buddy, the crane smashes another one's head, and you get run over by a forklift. But who cares, right? After all, Moloch is just a fairy tale for children, isn't it?"
combat_vehicles_description,"Jechałem kiedyś czołgiem, wiesz. Powiem ci, niewiarygodna frajda, trzęsie, huczy, a potem dup, wjechaliśmy w skałę, teren się obsunął, ledwo wyleźliśmy z tego cholerstwa, nim runęło w przepaść. Szkoda go, taki fajny czołg był...","I once rode in a tank, you know. I have to tell you, it was an incredible thrill. The whole thing shakes, roars, and then bam, we crashed into a rock, the terrain collapsed, and we barely crawled out of that damn thing before it fell into the abyss. It's a shame, it was such a cool tank…"
boats_description,"To, że dziś krajobraz w większości miejsc przypomina pustynię, nie znaczy, że nie ma rzek. Co prawda, płynie w nich szlam zamiast wody, ale dla łodzi to bez różnicy. Dzisiejsze drogi niezbyt się nadają do jeżdżenia, za to rzeki mają nadal gładką powierzchnię. Wiesz, Missisipi rozciąga się prawie na obszarze połowy dawnych USA, więc może załatw sobie kuter. Na tej Umiejętności pokierujesz i większą motorówką, i niedużym statkiem rybackim, ale już do żaglowców czy transatlantyków poszukaj sobie czegoś innego.","The fact that today, in most places, the landscape resembles a desert doesn't mean there are no rivers. Admittedly, they flow with mud instead of water, but for a boat, it doesn't make a difference. Today's roads are not suitable for driving, but the rivers still have a smooth surface. You know, the Mississippi River stretches over almost half the area of the former USA, so you might want to get yourself a small boat. With this Skill, you can handle a larger motorboat and a small fishing boat, but for sailing ships or transatlantic vessels, you'll need something else."
